#NUMBER OF AGES= 1 MAGS= 5
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2451 6.6505E-05 6.6505E-05  -2.45   0.00 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)
#----------------------------------------------------       
#AGE=12.500 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo sdss_u  sdss_g  sdss_r  sdss_i  sdss_z
 242  0.797788  3.7041  2.0698  2.0401  1.5225  0.2886 -0.2981 -0.5271 -0.6431
 243  0.797845  3.7026  2.0237  2.0799  1.4491  0.1987 -0.3958 -0.6280 -0.7465
 244  0.797896  3.7010  1.9780  2.1194  1.3773  0.1101 -0.4925 -0.7280 -0.8488
 245  0.797944  3.6994  1.9332  2.1577  1.3091  0.0246 -0.5861 -0.8251 -0.9481
 246  0.797989  3.6979  1.8912  2.1938  1.2446 -0.0556 -0.6741 -0.9162 -1.0415
 247  0.798030  3.6964  1.8501  2.2289  1.1817 -0.1332 -0.7595 -1.0048 -1.1325
 248  0.798068  3.6948  1.8064  2.2663  1.1157 -0.2152 -0.8502 -1.0990 -1.2292
 249  0.798104  3.6934  1.7671  2.2997  1.0574 -0.2885 -0.9314 -1.1834 -1.3159
 250  0.798137  3.6925  1.7400  2.3232  1.0165 -0.3402 -0.9884 -1.2425 -1.3766
 251  0.798169  3.6920  1.7244  2.3371  0.9917 -0.3709 -1.0219 -1.2771 -1.4118
 252  0.798201  3.6906  1.6843  2.3713  0.9340 -0.4453 -1.1048 -1.3633 -1.5005
 253  0.798231  3.6888  1.6356  2.4128  0.8668 -0.5346 -1.2049 -1.4677 -1.6079
 254  0.798258  3.6871  1.5894  2.4523  0.8057 -0.6191 -1.3001 -1.5670 -1.7099
 255  0.798283  3.6854  1.5438  2.4912  0.7475 -0.7020 -1.3939 -1.6649 -1.8107
 256  0.798305  3.6837  1.4994  2.5290  0.6925 -0.7820 -1.4850 -1.7603 -1.9086
 257  0.798326  3.6820  1.4551  2.5664  0.6424 -0.8595 -1.5747 -1.8545 -2.0057
 258  0.798345  3.6803  1.4120  2.6027  0.5966 -0.9337 -1.6616 -1.9463 -2.1003
 259  0.798362  3.6786  1.3695  2.6385  0.5527 -1.0059 -1.7470 -2.0367 -2.1937
 260  0.798379  3.6770  1.3280  2.6734  0.5117 -1.0754 -1.8299 -2.1245 -2.2846
 261  0.798394  3.6753  1.2876  2.7073  0.4733 -1.1425 -1.9102 -2.2099 -2.3729
 262  0.798408  3.6737  1.2473  2.7411  0.4362 -1.2089 -1.9900 -2.2948 -2.4609
 263  0.798420  3.6721  1.2082  2.7739  0.4012 -1.2730 -2.0673 -2.3770 -2.5461
 264  0.798432  3.6706  1.1697  2.8063  0.3678 -1.3358 -2.1431 -2.4577 -2.6298
 265  0.798443  3.6691  1.1320  2.8380  0.3362 -1.3968 -2.2171 -2.5367 -2.7118
 266  0.798454  3.6677  1.0953  2.8688  0.3064 -1.4557 -2.2890 -2.6135 -2.7913
 267  0.798463  3.6661  1.0592  2.8990  0.2786 -1.5129 -2.3592 -2.6885 -2.8694
 268  0.798473  3.6647  1.0235  2.9290  0.2526 -1.5689 -2.4284 -2.7627 -2.9465
 269  0.798480  3.6633  0.9887  2.9580  0.2285 -1.6227 -2.4954 -2.8346 -3.0214
